rating,updated,review_text,Sentiment_label,Sentiment_score,true_label
2,2023-08-04,Unfortunately the app doesn't support Arabic.any soon updates?,긍정,0.8431366086006165,
5,NaT,쓰기 편해서 진짜 좋네요. 초보분들 이걸로 편집 시작하시면 좋을 듯,긍정,0.9848207831382751,
5,NaT,핸드폰에서 브루를 쓸 수 있어서 너무 좋아요 ㅠㅠ 모바일버전 나와서 좋아요🤣🤣,긍정,0.9928273558616638,
5,2020-09-23,언제쯤 나오나요?,긍정,0.5886241793632507,
5,2019-11-23,自分のしたいレベルの動画は、読み込んだ時点でテロップつきで7割完成してくれたため、仕事がめちゃ楽になりました。 このアプリが広まるまでは、周りの人から仕事が早い人に見られるかもしれない。 誤った聞き取りや、漢字の修正も簡単に出来るため、とても便利です。 こういうアプリを待ってました、作ってくれてありがとう◎,긍정,0.7084171175956726,
5,2021-08-08,字幕に時間かかっていたのが、あっという間に変換！！ サイコーーー これは、有料版でも購入するクオリティー🌟 無料で、本当に感謝！！！,긍정,0.7352755069732666,
5,2021-10-24,最高だね！,긍정,0.9818068742752076,
5,NaT,i hope you can add language translate like chinese to english,긍정,0.6762685179710388,
1,2020-11-20,正直使えない。ただテロップをAdobeのプレミアで入れるよりは　手動で大幅に修正しながら入れられるので簡単,긍정,0.8492828607559204,
3,NaT,잘사용하다가 갑자기 내보내기가 안되요 ㅠ,부정,0.0416917875409126,
4,2020-05-08,사용자가 직접 해상도를 설정할 수 있게 해주시면 좋겠습니다. 1080p 또는 60프레임도 프레임도 설정할수 있게 해주시면 정말 감사하겠고요.,긍정,0.5686607956886292,
4,NaT,완벽하지는 않지만 자막을 자동으로 달아주니 간단한 자막 편집하기는 편합니다. 그래도 역시 다듬는 과정은 필요합니다. 근데 내보내기가 왜 안될까요...,긍정,0.6441476345062256,
5,NaT,하악 안드로이드 나왔네 브루와 보이저엑스는 사랑입니다,긍정,0.5216326117515564,
1,NaT,テキストからムービー作成、Android版でも使えるようにしてほしい,긍정,0.5579880475997925,
3,NaT,写真を繋いで動画にはできない。使えない。,긍정,0.6517312526702881,
5,2022-05-16,これまでも自分で素人なりに編集してきたけど、これはすごく編集しやすくて嬉しい,긍정,0.5231135487556458,
5,NaT,내가 본 어플 중 최고,긍정,0.977802872657776,
5,NaT,잘 사용하고있어요 감사합니다,긍정,0.9100563526153564,
1,NaT,"1.Why Crashing When Export Video. 2.Please Add Hindi, Urdu, Turkish & Other Language for Transcript.",긍정,0.90140563249588,
4,2020-11-28,翻訳であまり正しく読み取ってくれないので、もう少し性能を上げていただければ、もう感謝しかありません(｡ᵕᴗᵕ｡),긍정,0.6638162732124329,
5,2022-12-24,피씨에서도 휴대폰에서도 다 잘 되네요.,긍정,0.9908478260040284,
4,NaT,음성인식해서 자막추출하는데 백그라운드로 다른앱으로 넘어가면 작동을 안하네요? 이정도는 되야할것같아요,긍정,0.822939932346344,
1,NaT,1년자동결제 아직 1달 남앗는데 돈이 빠져나갔네요. 구독 취소 햇으니 환불 처리 해주세요. 그리고 돈 빠져나가기전 미리 메일 안주나요?,부정,0.0084508107975125,
5,NaT,잘 사용,긍정,0.9129930138587952,
1,NaT,Androidだと文字のフォント変えるとこがない,긍정,0.5304774641990662,
4,2024-09-26,안녕하세요 서비스 너무 잘 쓰고 있는데요 PC에서 작업하던 프로젝트를 아이폰이나 아이패드로 이어서 작업할 수 있는 방법은 없나요?,긍정,0.9194637537002563,
1,2025-11-15,PC版でなければai音声を生成できない。iPhoneで作業したいため、いまは仕方なくCapCutを使っている。,긍정,0.664618730545044,
1,NaT,무슨 편집앱이라는게 편집 좀 만 하면 영상 파일이 망가져서 나오나요? 이런 앱이 세상에 존재 한다는것이 정말 놀랍습니다.,부정,0.3510609567165375,
5,2020-06-08,アプリにはいっている無料の音楽を入れてYouTubeにアップしても著作権的に 大丈夫ですか？,부정,0.1341876983642578,
5,2019-10-16,최고의 앱이 아닐까 생각합니다-  아이패드에서 편집하고 자막때문에 컴퓨터로 항상 옮겼었는데 그부분이 해결되는것 같아 너무 좋고  단톡방에서 피드백 받고 또 그걸 업데이트로 빨리 패치해주셔서 너무 좋습니다-  브류짱!!,긍정,0.9947596192359924,
3,2024-08-07,캡컷 버릴수있었는데…….하…진짜 뭘 써봐도 캡컷만한게 없는듯 Pc버전도 아니고 아이패드랑 폰뿐이라서 안타깝지만 다시 캡컷으로 돌아감. . . . 그래도 블로 웨일로 필모라 키마 보다 편하고 좋음 모바일버전도 효과음만 넣어줘도 좋을듯 텍스트추가는왜 안됨?,긍정,0.975222647190094,
5,2020-11-29,잘 사용하고 있습니다  무료로 사용하기에 로고는 지우지 않고 영상을 올리고 있습니다  지금도 좋지만 더 발전하길 바랍니다,긍정,0.9779375195503236,
5,2022-01-10,素晴らしいです,긍정,0.7884255051612854,
2,NaT,갤럭시 유저인데 아이폰 처럼 자막 위치 세세하게 자를수있게 해주세요 돈 내서라도 할테니깐요 진심 아이폰으로 바꿔야나 싶어요 제발요 부탁해요ㅠㅠ,부정,0.2751681804656982,
5,NaT,완전 좋아요,긍정,0.7881696820259094,
3,NaT,저장하면 영상이 깨집니다. 개선이 되었으면 좋겠네요.,부정,0.4555027782917022,
5,NaT,동영상 자막을 쓰려고 이용하고 있는데요..어제는 동영상 음성이 매우 느리게 나옵니다.그러다보니 늘어진 테이프소리 처럼 들립니다. 정상 음성 속도로 하려면 어찌 해야 하나요?,부정,0.0316451303660869,
5,2023-08-30,直感的に使えて本当に重宝しています！,긍정,0.8926517367362976,
5,NaT,pc로는 정말 감사하게 사용하고 있습니다만. 모바일에서는 원래작동을 안하는건가요?,부정,0.3695996403694153,
5,2021-01-20,좋아요 좋아요 너무 좋아요~~,긍정,0.856903612613678,
3,NaT,모바일도 Ai 영상편집 가능하게 해주세요 빨리요,긍정,0.9051650166511536,
5,2020-05-24,그런데 지원언어가 부족해요ㅠㅠ 중국어 추가해주실계획 있나요??,긍정,0.8577700257301331,
2,NaT,私はパソコン版Vrewも使わせて頂いていますが、文字起こしの精度から、無音部分の自動カット、フォントに至るまで、まだまだパソコン版に及ばないと感じる部分があります。Androidアプリ版の場合、動画が長くなると映像と音声のタイミングが極端にズレるため相当使いづらいです。稀にですが、無音部分の自動カット機能にて、音声の乗る部分の一部が無音判定されてしまい、音声の単語をはみ出して切り取られてしまう事があります。同じようにパソコン版で自動カットさせると、そのような事態にはなりません。ただ、毎月どれだけ使っても利用制限が掛からないのがアプリ版のメリットなので、今後のアップデートに期待を込めて、星2つといたしました。,부정,0.492226630449295,
3,NaT,狎～,긍정,0.819337010383606,
4,2021-04-15,かれこれ１年位、動画の字幕付けに愛用しています。 音声入りの動画をこのアプリにアップするだけで、字幕が入るので、誤った部分や、字幕を入れるタイミングの調整をすれば、字幕入りの動画に加工できるので気に入って、課金しています。  デベロッパーさんへ 最近(2021年４月現在)、アプリに動画をアップしたときに、字幕のタイミングが著しくズレているようで、以前ほどのスマートさが感じられないのですが、iOSアップデートへの同調が遅れているのでしょうか？,긍정,0.7779644131660461,
1,NaT,最近のバージョンからなのか、文字のスタイルを変更しようとするとホーム画面に戻ったり落ちたりしてしまいます。,부정,0.4235745668411255,
5,NaT,쉽고 빠르고 간단하고 결과물도 깔끔한 완벽에 가까운 자막앱 약간의 흠이라면 음성 분석을 맡긴 영상은 음성 인식된 단위로만 자막을 자를 수 있어서 음이 뭉게진 부분은 제대로 편집할 수가 없어요.....,긍정,0.986201822757721,
5,NaT,Awesome app to add auto captions to your videos. 10/10 👍,긍정,0.9844121336936952,
3,2024-05-15,書き出しの際フレームレートと画質ををもっと細かく設定できるといいと思います,부정,0.478388100862503,
5,2020-02-22,스마트폰에서 가장 빠르게 자막 컷편집을 하는 솔루션입니다.,긍정,0.9051077961921692,
4,NaT,정보 확인,긍정,0.9102240204811096,
5,2023-04-17,핸드폰 앱으로는 ai 음성 삽입 불가능 한가요?,부정,0.1337209492921829,
4,2022-08-09,動画編集に使用しておりますとっても素晴らしいアプリだと思いますただ1点気になる点が …iPadで編集しているんですが、一度iPad修理に出そうと思っております、プロジェクトを他のものに書き出すことができないんでしょうか？,긍정,0.675416111946106,
5,NaT,다른 영상 편집앱에 비해 조작이 너무 간편하고 쉬워서 아주 잘 이용하고 있습니다!!,긍정,0.99050635099411,
5,NaT,찐 좋음,긍정,0.9692612290382384,
3,2023-10-22,まだ、使い方がわからない,긍정,0.6806005239486694,
4,NaT,"It's great and smooth. Works really well. The only problem, though, is after translating a video, there is no option of exporting it as a srt file, to continue working on the video on a pc for to further edit it. Really important feature and very simple, yet the app still lacks it. Hope you guys are working on adding it.",긍정,0.9875134825706482,
1,NaT,言われているど今使えない。なう(2023/09/20 09:52:10)Androidだから？,긍정,0.6797836422920227,
4,2020-08-12,mp3でのエクスポートが無くなったからなのかvrewで、字幕を付けた動画をiPhoneに、エクスポートすると、テロップが最初のまま動きません。  非常に、助かっていただけにどうしたら良いか分からず書き込みました。 iPhone xsで使用してます。こちらの操作で改善できるなら情報願います。,긍정,0.8238974809646606,
5,NaT,유용하게 사용할 수 있을 거 같아요. 아직은 자막스타일 수정은 안되네요.,긍정,0.9398977160453796,
5,2023-05-09,Very easy to use! This app is a great idea!  but I'd love to see French added!,긍정,0.9899370670318604,
3,NaT,pc버전은 자동 번역도되는데 앱은아직인가요? 하지만사용하기는 편해요,긍정,0.7655794024467468,
4,2020-06-08,画期的なアプリですね。 編集アプリへの書き出しをお願いしまーす！,긍정,0.5790116190910339,
5,NaT,너무 좋은 앱을 만들어주셔서 감사합니다. 잘 사용하고 있습니다.,긍정,0.9729180932044984,
1,NaT,It's nice,긍정,0.7462047338485718,
5,NaT,혁명...,긍정,0.9084771275520324,
3,NaT,핸드폰으로 실행했는데 자동 자막이 엉뚱하게 나옵니다. 아직 완성도가 많이 떨어지는 것 같네요.,부정,0.0352990180253982,
5,NaT,I can tell this is a very well made program but it's hard to pay for upgrading.,긍정,0.6758913993835449,
5,2019-11-13,지금까지 써봤던 앱중에 유료포함해서도 정말 최고의 앱이라고 자부합니다. 이런 멋진 프로그램을 만들어주셔서 감사합니다 ^^,긍정,0.9934090375900269,
3,NaT,비디오 음성을 텍스트로 넣어주는 확실한앱 따른 앱은 자막을 낳어주는게 아니고 음성을 추출해줌,긍정,0.8140196204185486,
5,NaT,자막 자동 인식. 변환. 편집도 쉽고. 이건 무조건 써보세요. 써보면 바로 이해되요. 그리고 광고는 언제 나오죠? 동영상 하나 자막 만들고 저장하는동안 못봤어요. 너무 깔끔해서 좋아요. 저장하는동안 광고 한두개 나오는건 이해할수있었는데 말이죠. 너무좋아요!! 제발 유료전환 되더라도 제가 결제할 수 있는 수준으로 부탁드려요~ 감사합니다.,긍정,0.9883806705474854,
5,NaT,"Hello, the best program I have used so far. Thank you. I hope you update it over time and also keep it special and free. Thank you.",긍정,0.9875630140304564,
5,2024-02-05,初めて使用させて頂きましたが、初心者の私でも完成させる事ができました。有難うございます,긍정,0.880287230014801,
5,2021-02-27,無料でここまで使えるとは神アプリです。最初は修正だらけだった音声認識ですが、どんどん進化して作業にさほど手間がかからなくなりました。字幕の位置や色、フォントも種類が豊富でありがたいです。,긍정,0.8379601836204529,
4,2023-04-12,無料にしては良いが有料ならしゃべりと字幕の始まりのズレ0.2秒前後、しゃべりと字幕のズレがあるので製品にしては悪いと評価せざるを得ない。そして数年このアプリにはお世話になっているがデータを回収しているくせに音声からの文字起こしにスペックが反映されていないのは進化が感じられない。,긍정,0.7769973874092102,
5,NaT,개인적으로 정말 잘 사용하고있습니다 이 어플을 통해 귀찮음이 5000퍼센트 줄었고 구독자도 5000명 늘었습니다 진심으로 후원하고싶어요 계좌 알려주세요 당장이요.,긍정,0.9854679703712464,
5,2024-07-18,너무 감사 무한감사 드립니다 ..,긍정,0.9753627181053162,
5,2023-05-16,중간 무음구간 줄이기 등 디테일한 편집을 편하게 할 수 있어서 너무 좋네요,긍정,0.9871727228164672,
2,NaT,모바일은 AI지원이 안되서 별루네요,부정,0.0229082871228456,
1,NaT,パソコンで使用できない,긍정,0.7217286229133606,
5,2021-03-07,操作方法については、少し分かりにくい箇所(どこで分割や結合できるのかなど)あるが、慣れれば、かなり感覚的に使える。しかもこれが無料。パソコン版も使ったことがあるが、特に「アプリ版だからここが不便」というものはないです。ありがとうございます。,부정,0.4358418583869934,
5,2023-01-14,이런 어플 만들어 주셔서 감사합니다. 덕분에 언제 어디서나 편집하고 있습니다.,긍정,0.9810836911201476,
5,NaT,미쳤다! 찢었다!,긍정,0.7164472937583923,
1,NaT,자막 달려고 했는데 자막 넣을 때마다 소리 싱크 안 맞아서 계속 처음부터 들어야 됨 불편 그 자체,부정,0.0056193517521023,
3,2020-10-25,縦書きがほしい,긍정,0.5610135793685913,
1,NaT,"뚜렸하면 잘 나오는데, 뚜렸하지 않으면 안나옴... 잘 안들려서 다운로드 받은건데 다시 삭제해야겠네",부정,0.0096365325152874,
1,2021-10-06,私の滑舌が悪いのか何度やっても言ってない言葉で変な言葉に変換されてしまいます。 全く使えませんでした。,부정,0.4553658664226532,
5,2020-03-02,제발요 ㅜㅠㅜㅠㅜ 일본어 써보고 매력에 퐁당 빠졌단 말이이죠 ㅜㅠㅜㅜ 살려주세요 ㅜㅜ 중국어 공부에 꼬옥 필요합니다 ㅜㅜ,긍정,0.9723195433616638,
